run,epoch,train_loss,train_mae,val_loss,val_mae,lr
resnet18_version_6_6156,25,3054.3976,32.5975,3183.3351,32.687,
resnet18_version_6_6156,26,3052.5591,32.5714,3136.9034,32.9479,
resnet18_version_6_6156,27,3042.779,32.5185,3169.8551,32.6528,
resnet18_version_6_6156,28,3036.1022,32.499,3120.3549,32.1945,
resnet18_version_6_6156,29,3024.27,32.4233,3130.3279,32.8088,
resnet18_version_6_6156,30,3022.3432,32.4105,3171.8007,32.4497,
resnet18_version_6_6156,31,3016.9841,32.3803,3181.29,33.2254,
resnet18_version_6_6156,32,3003.068,32.3012,3134.7548,32.5731,
resnet18_version_6_6156,33,3003.9399,32.321,3170.4361,32.7711,
resnet18_version_6_6156,34,2994.4289,32.2737,3134.4818,33.0463,
resnet18_version_6_6156,35,2989.7394,32.2088,3105.431,32.4746,
resnet18_version_6_6156,36,2979.9686,32.1968,3210.5698,32.6412,
resnet18_version_6_6156,37,2979.8157,32.168,3193.1791,33.3175,
resnet18_version_6_6156,38,2974.2754,32.1392,3311.3737,32.0422,
resnet18_version_6_6156,39,2964.1751,32.0956,3151.937,32.2284,
resnet18_version_6_6156,40,2960.102,32.0564,3162.2384,32.0849,
resnet18_version_6_6156,41,2958.6657,32.0505,3173.3802,32.7627,
resnet18_version_6_6156,42,2951.0548,32.0268,3253.422,32.1451,
resnet18_version_6_6156,43,2947.083,31.982,3219.3511,32.4347,
resnet18_version_6_6156,44,2937.4282,31.9531,3157.8984,32.6372,
resnet18_version_6_6156,45,2934.666,31.9381,3197.2107,32.1023,
resnet18_version_6_6156,46,2933.3793,31.9198,3142.4157,32.7576,
resnet18_version_6_6156,47,2931.8561,31.8891,3164.6278,32.4031,
resnet18_version_6_6156,48,2924.8111,31.8442,3163.6632,32.5202,
resnet18_version_6_6156,49,2919.0139,31.8327,3169.5767,32.6538,
resnet18_version_6_6156,50,2911.7992,31.8021,3244.6184,32.6812,
resnet18_version_6_6156,51,2910.7848,31.7763,2978.423,32.0888,
resnet18_version_6_6156,52,2901.7919,31.7404,3201.1193,31.8936,
resnet18_version_6_6156,53,2898.6968,31.7709,3241.2496,32.67,
resnet18_version_6_6156,54,2890.1731,31.6785,3146.2196,33.0754,
resnet18_version_6_6156,55,2889.651,31.6627,3237.5098,33.1235,
resnet18_version_6_6156,56,2886.0591,31.6424,3187.2793,32.1384,
resnet18_version_6_6156,57,2878.6936,31.6146,3169.784,32.7945,
resnet18_version_6_6156,58,2875.1211,31.5849,3165.8356,32.6566,
resnet18_version_6_6156,59,2863.7551,31.5509,3130.6538,32.1619,
resnet18_version_6_6156,60,2868.2462,31.5708,3128.6298,32.3619,
resnet18_version_8_6165,1,4010.919,38.6108,3503.0572,36.8632,
resnet18_version_8_6165,2,3552.2494,36.1281,3563.4454,35.2665,
resnet18_version_8_6165,3,3496.1815,35.581,3550.5368,35.1332,
resnet18_version_8_6165,4,3461.3497,35.2491,3437.8839,35.0439,
resnet18_version_8_6165,5,3443.8831,35.093,3378.0902,34.9481,
resnet18_version_8_6165,6,3429.7734,34.9522,3424.2293,34.0285,
resnet18_version_8_6165,7,3417.7422,34.8636,3365.4121,34.7638,
resnet18_version_8_6165,8,3410.3859,34.7621,3338.8467,34.6657,
resnet18_version_8_6165,9,3398.0295,34.6617,3417.3955,34.0768,
resnet18_version_8_6165,10,3387.7485,34.6047,3422.2056,33.773,
resnet18_version_8_6165,11,3379.7509,34.5305,3348.2149,36.0833,
resnet18_version_8_6165,12,3369.8635,34.4829,3355.7311,34.0457,
resnet18_version_8_6165,13,3362.8535,34.4003,3406.652,35.8508,
resnet18_version_8_6165,14,3355.2644,34.3599,3298.4379,34.4034,
resnet18_version_8_6165,15,3352.8517,34.2998,3320.2568,33.6515,
resnet18_version_8_6165,16,3343.8579,34.2135,3288.9303,34.5418,
resnet18_version_8_6165,17,3336.5904,34.1639,3366.3743,33.9493,
resnet18_version_8_6165,18,3330.14,34.1237,3300.5541,34.6551,
resnet18_version_8_6165,19,3324.9409,34.0728,3323.1788,33.5838,
resnet18_version_8_6165,20,3319.334,34.0268,3428.0875,33.2333,
resnet18_version_8_6165,21,3309.5452,33.9962,3344.3197,36.2335,
resnet18_version_8_6165,22,3307.102,33.976,3273.7827,34.2691,
resnet18_version_8_6165,23,3298.715,33.9332,3281.1677,33.2701,
resnet18_version_8_6165,24,3297.3516,33.925,3278.8321,33.5708,
resnet18_version_8_6165,25,3290.4227,33.8761,3275.1665,33.7808,
resnet18_version_8_6165,26,3280.7994,33.8457,3248.7328,33.639,
resnet18_version_8_6165,27,3276.7307,33.7988,3258.261,33.765,
resnet18_version_8_6165,28,3274.9983,33.7884,3258.552,34.4201,
resnet18_version_8_6165,29,3268.9157,33.7679,3249.4904,33.9965,
resnet18_version_8_6165,30,3259.9901,33.7128,3238.3721,34.1717,
resnet18_version_8_6165,31,3259.892,33.7004,3299.5448,33.0115,
resnet18_version_8_6165,32,3250.5301,33.6821,3234.2372,34.1355,
resnet18_version_8_6165,33,3247.6982,33.6528,3248.8107,34.2255,
resnet18_version_8_6165,34,3244.2461,33.6394,3435.7795,33.4957,
resnet18_version_8_6165,35,3237.7537,33.6211,3239.1872,34.0689,
resnet18_version_8_6165,36,3234.5949,33.5963,3244.1377,34.0565,
resnet18_version_8_6165,37,3229.4156,33.5927,3229.3258,34.3557,
resnet18_version_8_6165,38,3224.697,33.5631,3242.6854,33.4529,
resnet18_version_8_6165,39,3218.2818,33.539,3236.7768,33.9017,
resnet18_version_8_6165,40,3214.9731,33.5342,3237.4155,34.0302,
resnet18_version_8_6165,41,3213.5614,33.5164,3307.4787,34.1209,
resnet18_version_8_6165,42,3208.2749,33.4859,3261.6368,33.8299,
resnet18_version_8_6165,43,3205.7173,33.4898,3237.3505,33.4268,
resnet18_version_8_6165,44,3200.9031,33.4542,3213.4445,33.5941,
resnet18_version_8_6165,45,3197.8549,33.4484,3231.9073,34.3508,
resnet18_version_8_6165,46,3196.4855,33.4342,3220.2011,33.7425,
resnet18_version_8_6165,47,3194.3401,33.4325,3268.4911,32.934,
resnet18_version_8_6165,48,3188.7334,33.3978,3298.8629,33.2394,
resnet18_version_8_6165,49,3184.2295,33.3821,3260.7693,33.3865,
resnet18_version_8_6165,50,3178.7643,33.3832,3207.0137,33.8386,
resnet18_version_8_6165,51,3179.99,33.3364,3277.5331,34.0724,
resnet18_version_8_6165,52,3175.2041,33.3473,3231.0488,33.032,
resnet18_version_8_6165,53,3175.817,33.3376,3218.3636,33.3326,
resnet18_version_8_6165,54,3170.8875,33.3039,3217.7751,33.9121,
resnet18_version_8_6165,55,3164.7709,33.2945,3236.7904,33.7867,
resnet18_version_8_6165,56,3164.4524,33.2715,3233.6776,33.9732,
resnet18_version_8_6165,57,3160.173,33.2748,3295.694,33.0399,
resnet18_version_8_6165,58,3154.379,33.2558,3217.7873,33.0693,
resnet18_version_8_6165,59,3154.5773,33.2458,3214.774,33.9285,
resnet18_version_8_6165,60,3148.9111,33.213,3202.7176,33.5366,
resnet18_version_9_6303,1,4189.744,38.7185,3676.2693,35.2012,
resnet18_version_9_6303,2,3559.1205,35.4283,3491.0534,34.9229,
resnet18_version_9_6303,3,3490.0018,34.7879,3389.0699,34.5612,
resnet18_version_9_6303,4,3458.5753,34.4832,3389.8534,34.0358,
resnet18_version_9_6303,5,3438.6981,34.3629,3356.5703,34.7003,
resnet18_version_9_6303,6,3418.117,34.2357,3454.2761,34.0867,
resnet18_version_9_6303,7,3404.9677,34.1172,3342.7586,34.6408,
resnet18_version_9_6303,8,3400.2361,34.0722,3328.1438,33.6798,
resnet18_version_9_6303,9,3391.2205,34.0364,3332.6858,34.2873,
resnet18_version_9_6303,10,3384.2099,33.9585,3425.0408,33.3158,
resnet18_version_9_6303,11,3377.1003,33.9407,3330.1469,33.5834,
resnet18_version_9_6303,12,3372.6594,33.8948,3321.9253,34.0304,
resnet18_version_9_6303,13,3358.8218,33.8094,3301.2594,34.1704,
resnet18_version_9_6303,14,3359.9822,33.7979,3320.5456,33.6973,
resnet18_version_9_6303,15,3356.9345,33.801,3349.0919,32.9105,
resnet18_version_9_6303,16,3350.8223,33.7577,3295.3394,34.2019,
resnet18_version_9_6303,17,3342.8314,33.7159,3292.9894,33.4795,
resnet18_version_9_6303,18,3339.0869,33.6612,3297.4382,33.6454,
resnet18_version_9_6303,19,3333.7067,33.6178,3278.2237,33.7503,
resnet18_version_9_6303,20,3328.7971,33.5675,3290.6137,34.7904,
resnet18_version_9_6303,21,3327.3181,33.5819,3274.7389,33.6828,
resnet18_version_9_6303,22,3319.9846,33.5064,3321.117,32.9408,
resnet18_version_9_6303,23,3319.1258,33.5291,3272.7335,34.5321,
resnet18_version_9_6303,24,3312.5223,33.4854,3305.3812,33.112,
resnet18_version_9_6303,25,3305.6563,33.4285,3279.243,33.3955,
resnet18_version_9_6303,26,3306.0345,33.4421,3275.4834,33.1639,
resnet18_version_9_6303,27,3303.8051,33.3972,3264.257,34.0381,
resnet18_version_9_6303,28,3299.0437,33.3912,3337.7504,33.2768,
resnet18_version_9_6303,29,3293.2657,33.3627,3297.7942,34.0617,
resnet18_version_9_6303,30,3292.3459,33.3479,3283.5448,33.0092,
resnet18_version_9_6303,31,3290.0945,33.342,3283.0568,33.074,
resnet18_version_9_6303,32,3284.6317,33.3039,3273.8995,34.0216,
resnet18_version_9_6303,33,3282.1817,33.2812,3267.5386,32.9922,
resnet18_version_9_6303,34,3275.744,33.2413,3252.4285,33.8091,
resnet18_version_9_6303,35,3273.2275,33.2138,3259.0709,33.4287,
resnet18_version_9_6303,36,3272.5304,33.2244,3253.7239,33.9171,
resnet18_version_9_6303,37,3267.2923,33.18,3265.1631,33.2081,
resnet18_version_9_6303,38,3265.5763,33.1785,3269.6776,33.0693,
resnet18_version_9_6303,39,3263.7222,33.1532,3247.2294,33.3016,
resnet18_version_9_6303,40,3259.0613,33.1313,3240.799,33.5385,
resnet18_version_9_6303,41,3255.8541,33.1209,3246.687,33.043,
resnet18_version_9_6303,42,3254.9029,33.0997,3250.6689,33.6235,
resnet18_version_9_6303,43,3245.8201,33.0907,3252.1577,33.0953,
resnet18_version_9_6303,44,3246.6836,33.0376,3234.4101,33.3699,
resnet18_version_9_6303,45,3245.1834,33.0302,3247.8326,33.0069,
resnet18_version_9_6303,46,3239.2848,32.9993,3234.9553,33.6869,
resnet18_version_9_6303,47,3235.5715,32.988,3233.3099,33.3673,
resnet18_version_9_6303,48,3230.4229,32.9683,3298.3245,33.067,
resnet18_version_9_6303,49,3231.1143,32.956,3216.9318,33.6372,
resnet18_version_9_6303,50,3226.4911,32.9436,3313.6625,32.955,
resnet18_version_9_6303,51,3219.3812,32.9284,3253.7873,33.1092,
resnet18_version_9_6303,52,3220.0397,32.8857,3261.146,33.5752,
resnet18_version_9_6303,53,3214.4796,32.8734,3280.2491,32.8106,
resnet18_version_9_6303,54,3213.384,32.8571,3279.0928,32.931,
resnet18_version_9_6303,55,3208.1722,32.8292,3259.305,33.5154,
resnet18_version_9_6303,56,3205.7603,32.8114,3249.7675,33.0337,
resnet18_version_9_6303,57,3199.6154,32.8097,3247.1639,33.2619,
resnet18_version_9_6303,58,3200.6029,32.7751,3259.5408,32.5204,
resnet18_version_9_6303,59,3197.3883,32.7645,3217.6654,33.437,
resnet18_version_9_6303,60,3189.7339,32.7255,3207.958,33.0724,
resnet18_version_9_6469,1,4649.052,41.4058,6050.9636,43.1056,
resnet18_version_9_6469,2,3882.8351,39.1606,6844.5733,44.1151,
resnet18_version_9_6469,3,3597.6969,37.2243,4518.9211,40.8737,
resnet18_version_9_6469,4,3501.1769,36.449,4641.1794,38.6742,
resnet18_version_9_6469,5,3448.5466,35.9152,4304.625,39.9247,
resnet18_version_9_6469,6,3418.4606,35.5719,3897.9403,37.5781,
resnet18_version_9_6469,7,3395.3208,35.318,4170.5909,38.785,
resnet18_version_9_6469,8,3384.0228,35.1509,3683.5059,36.0786,
resnet18_version_9_6469,9,3363.2586,34.9994,4301.4575,37.3892,
resnet18_version_9_6469,10,3344.0624,34.8467,4502.2574,36.617,
resnet18_version_9_6469,11,3339.0793,34.7669,4882.4635,38.3768,
resnet18_version_9_6469,12,3325.3222,34.6422,3800.064,35.256,
resnet18_version_9_6469,13,3323.9999,34.6684,5618.9089,38.0053,
resnet18_version_9_6469,14,3306.751,34.556,4363.1163,38.7091,
resnet18_version_9_6469,15,3298.0219,34.5098,3738.5278,36.0726,
resnet18_version_9_6469,16,3290.3174,34.4562,3560.0559,34.7093,
resnet18_version_9_6469,17,3291.2817,34.4284,3594.2118,36.8021,
resnet18_version_9_6469,18,3278.1927,34.3585,4124.1356,37.5674,
resnet18_version_9_6469,19,3271.6161,34.3092,3917.6751,36.0788,
resnet18_version_9_6469,20,3273.221,34.2849,3681.5968,34.5086,
resnet18_version_9_6469,21,3264.2401,34.2107,3326.7983,36.01,
resnet18_version_9_6469,22,3260.2163,34.1709,3518.9421,34.1428,
resnet18_version_9_6469,23,3256.0216,34.1506,3453.1409,33.79,
resnet18_version_9_6469,24,3252.8148,34.1001,3423.3381,33.5294,
resnet18_version_9_6469,25,3247.7627,34.0869,3355.7696,34.2123,
resnet18_version_9_6469,26,3239.8057,33.9927,3322.8895,33.1787,
resnet18_version_9_6469,27,3232.5019,33.9944,3346.1609,33.325,
resnet18_version_9_6469,28,3225.5242,33.9398,3231.1083,34.1693,
resnet18_version_9_6469,29,3226.8246,33.8867,3245.6644,34.6848,
resnet18_version_9_6469,30,3216.8056,33.8334,4273.5761,37.2981,
resnet18_version_9_6469,31,3222.3236,33.8818,3275.2468,34.0066,
resnet18_version_9_6469,32,3215.8615,33.8389,3337.8924,33.0209,
resnet18_version_9_6469,33,3208.288,33.7514,3245.6262,33.4592,
resnet18_version_9_6469,34,3206.7103,33.7825,3269.9632,32.8562,
resnet18_version_9_6469,35,3201.5882,33.7123,3433.7504,32.9884,
resnet18_version_9_6469,36,3197.8993,33.7003,3375.1188,33.1044,
resnet18_version_9_6469,37,3196.8219,33.7022,3273.0722,33.3441,
resnet18_version_9_6469,38,3186.5463,33.6171,3250.9404,33.9809,
resnet18_version_9_6469,39,3189.8425,33.6108,3256.794,32.7357,
resnet18_version_9_6469,40,3180.9804,33.5667,3286.3127,33.9627,
resnet18_version_9_6469,41,3183.013,33.5599,3344.9726,32.9788,
resnet18_version_9_6469,42,3173.7767,33.5295,3187.2853,33.809,
resnet18_version_9_6469,43,3178.9198,33.512,3267.0538,33.7318,
resnet18_version_9_6469,44,3167.8539,33.4783,3270.5856,33.1746,
resnet18_version_9_6469,45,3170.7708,33.5083,3332.2174,32.5399,
resnet18_version_9_6469,46,3166.6741,33.429,3260.9152,32.7229,
resnet18_version_9_6469,47,3160.2538,33.3362,3188.3814,33.2121,
resnet18_version_9_6469,48,3163.36,33.4059,3279.7619,32.6738,
resnet18_version_9_6469,49,3162.6183,33.367,3183.3179,32.8141,
resnet18_version_9_6469,50,3154.3762,33.3194,3232.8452,34.3252,
resnet18_version_9_6469,51,3153.6919,33.3323,3241.8035,32.7904,
resnet18_version_9_6469,52,3148.3034,33.3055,3215.2411,32.9282,
resnet18_version_9_6469,53,3143.2567,33.2753,3311.8613,32.4429,
resnet18_version_9_6469,54,3151.0492,33.2457,3263.9945,32.4862,
resnet18_version_9_6469,55,3148.7146,33.309,3243.5739,32.4918,
resnet18_version_9_6469,56,3146.7462,33.2654,3371.7553,31.8725,
resnet18_version_9_6469,57,3137.5112,33.2108,3226.3726,32.7195,
resnet18_version_9_6469,58,3143.5413,33.1899,3181.4445,33.7057,
resnet18_version_9_6469,59,3135.8887,33.1883,3176.8686,33.0839,
resnet18_version_9_6469,60,3136.6632,33.1587,3376.4175,32.4447,
resnet18_version_9_6519,1,4400.6095,39.2649,3663.0372,36.044,
resnet18_version_9_6519,2,3613.7636,36.5478,3706.553,34.3713,
resnet18_version_9_6519,3,3388.7053,35.0417,3328.1281,34.1345,
resnet18_version_9_6519,4,3314.4715,34.5035,3297.6837,34.0456,
resnet18_version_9_6519,5,3275.4517,34.1528,3283.2801,33.647,
resnet18_version_9_6519,6,3257.7732,33.9007,3287.1666,33.5643,
resnet18_version_9_6519,7,3236.323,33.7644,3723.8465,32.9666,
resnet18_version_9_6519,8,3227.8025,33.6269,3240.9702,33.7288,
resnet18_version_9_6519,9,3208.9453,33.5121,3414.7761,32.5603,
resnet18_version_9_6519,10,3196.5296,33.4067,3496.8352,32.1655,
resnet18_version_9_6519,11,3192.1286,33.4182,3206.6711,33.0281,
resnet18_version_9_6519,12,3181.5979,33.3449,3204.5823,34.6948,
resnet18_version_9_6519,13,3175.0272,33.265,3179.7214,33.0866,
resnet18_version_9_6519,14,3160.1562,33.1834,3180.1978,33.2362,
resnet18_version_9_6519,15,3156.914,33.1409,3211.1514,32.9138,
resnet18_version_9_6519,16,3154.2587,33.0852,3186.2889,33.5493,
resnet18_version_9_6519,17,3140.8834,33.0477,3161.1765,33.3992,
resnet18_version_9_6519,18,3139.9389,33.0725,3174.8677,32.917,
resnet18_version_9_6519,19,3128.3046,32.9832,3162.7395,33.083,
resnet18_version_9_6519,20,3128.9093,32.9352,3154.7429,33.1453,
resnet18_version_9_6519,21,3125.0207,32.9453,3357.3037,36.6838,
resnet18_version_9_6519,22,3116.9845,32.899,3201.0265,32.3899,
resnet18_version_9_6519,23,3114.3541,32.8749,3169.4626,32.8573,
resnet18_version_9_6519,24,3105.9584,32.8367,3149.8784,32.5326,
resnet18_version_9_6519,25,3104.5036,32.7983,3158.039,32.9479,
resnet18_version_9_6519,26,3091.6057,32.7371,3168.0498,34.1642,
resnet18_version_9_6519,27,3094.828,32.7832,3138.5411,32.8469,
resnet18_version_9_6519,28,3091.7094,32.7054,3161.797,34.1098,
resnet18_version_9_6519,29,3086.146,32.6716,3178.4784,32.261,
resnet18_version_9_6519,30,3085.3618,32.6707,3144.4167,32.8884,
resnet18_version_9_6519,31,3077.6982,32.6237,3143.0868,32.3507,
resnet18_version_9_6519,32,3075.5357,32.5691,3162.7262,32.3252,
resnet18_version_9_6519,33,3077.5657,32.5792,3188.249,32.0843,
resnet18_version_9_6519,34,3067.5011,32.5405,3153.4087,32.7816,
resnet18_version_9_6519,35,3066.9204,32.509,3144.4854,33.5283,
resnet18_version_9_6519,36,3066.6028,32.5163,3211.9782,32.2453,
resnet18_version_9_6519,37,3062.1475,32.4674,3142.0739,33.0388,
resnet18_version_9_6519,38,3059.0588,32.4735,3150.0854,32.1831,
resnet18_version_9_6519,39,3049.4808,32.3882,3125.0254,33.1351,
resnet18_version_9_6519,40,3050.3791,32.3946,3212.2044,31.8937,
resnet18_version_9_6519,41,3046.517,32.359,3154.2126,33.777,
resnet18_version_9_6519,42,3047.0235,32.3456,3183.5466,32.298,
resnet18_version_9_6519,43,3038.2083,32.3373,3132.1437,33.1028,
resnet18_version_9_6519,44,3037.856,32.3067,3144.6586,33.259,
resnet18_version_9_6519,45,3029.9382,32.2407,3150.1371,34.0308,
resnet18_version_9_6519,46,3033.7604,32.2419,3131.7518,33.408,
resnet18_version_9_6519,47,3031.8242,32.2571,3156.1416,31.9867,
resnet18_version_9_6519,48,3028.9953,32.2522,3163.6337,32.3915,
resnet18_version_9_6519,49,3027.6808,32.2186,3193.966,32.7032,
resnet18_version_9_6519,50,3017.9762,32.2224,3139.8961,33.0416,
resnet18_version_9_6519,51,3023.8414,32.1701,3148.4374,32.9222,
resnet18_version_9_6519,52,3020.1252,32.1119,3192.9257,31.9106,
resnet18_version_9_6519,53,3019.6583,32.1258,3134.6837,33.4493,
resnet18_version_9_6519,54,3010.865,32.0893,3145.1937,32.2422,
resnet18_version_9_6519,55,3005.0932,32.0512,3136.5322,33.6044,
resnet18_version_9_6519,56,3009.7505,32.0565,3123.5058,32.9727,
resnet18_version_9_6519,57,3005.6556,32.0173,3135.781,33.0667,
resnet18_version_9_6519,58,3005.5196,32.0377,3164.7719,31.9722,
resnet18_version_9_6519,59,2998.7482,32.0289,3124.3302,33.2215,
resnet18_version_9_6519,60,2997.2764,31.9994,3129.5042,32.9602,
resnet18_version_9_6519,61,2996.554,31.9781,3148.7172,32.9197,
resnet18_version_9_6519,62,2986.0841,31.9321,3138.1589,32.5352,
resnet18_version_9_6519,63,2991.3246,31.9229,3126.3872,33.018,
resnet18_version_9_6519,64,2990.3969,31.9184,3148.79,33.5017,
resnet18_version_9_6519,65,2984.5787,31.8851,3128.5533,32.6187,
resnet18_version_9_6519,66,2981.0224,31.8557,3113.7399,33.0607,
resnet18_version_9_6519,67,2980.206,31.9126,3147.3671,32.9469,
resnet18_version_9_6519,68,2979.8088,31.8565,3143.4881,32.7542,
resnet18_version_9_6519,69,2972.1574,31.794,3128.1932,32.9604,
resnet18_version_9_6519,70,2967.5155,31.8322,3165.514,32.1066,
resnet18_version_9_6519,71,2970.9742,31.8127,3163.2142,32.1372,
resnet18_version_9_6519,72,2975.1921,31.8294,3158.3162,32.7903,
resnet18_version_9_6519,73,2969.6423,31.7827,3151.7192,32.9258,
resnet18_version_9_6519,74,2970.6001,31.7831,3334.8482,31.668,
resnet18_version_9_6519,75,2966.1533,31.6976,3148.9464,32.4788,
resnet18_version_9_6519,76,2964.4957,31.7139,3150.3364,33.5274,
resnet18_version_9_6519,77,2957.209,31.7132,3135.3277,32.1557,
resnet18_version_9_6519,78,2961.2906,31.6725,3148.1956,32.2137,
resnet18_version_9_6519,79,2953.7611,31.6413,3136.9744,32.4672,
resnet18_version_9_6519,80,2958.1888,31.668,3157.6156,32.4138,
resnet18_version_9_6519,81,2949.0644,31.6383,3154.1487,33.1874,
resnet18_version_9_6519,82,2946.7369,31.6673,3148.8119,32.5505,
resnet18_version_9_6519,83,2947.3569,31.6005,3169.0987,32.4304,
resnet18_version_9_6519,84,2939.4906,31.553,3145.3706,33.0205,
resnet18_version_9_6519,85,2939.7988,31.6004,3154.4039,32.7527,
resnet18_version_9_6519,86,2942.0166,31.5547,3156.2454,32.752,
resnet18_version_9_6519,87,2943.9086,31.5719,3172.3649,33.5511,
resnet18_version_9_6519,88,2929.6909,31.5241,3149.5299,32.9393,
resnet18_version_9_6519,89,2933.7589,31.5096,3173.8746,32.3989,
resnet18_version_9_6519,90,2930.6255,31.4629,3170.1011,33.4272,
resnet18_version_9_6519,91,2932.812,31.5171,3155.0659,32.4843,
resnet18_version_9_6519,92,2926.3797,31.4908,3167.7559,33.0752,
resnet18_version_9_6519,93,2927.1776,31.4884,3163.3272,33.3887,
resnet18_version_9_6519,94,2928.6835,31.4648,3119.0486,32.6219,
resnet18_version_9_6519,95,2924.4285,31.4383,3137.8492,32.7388,
resnet18_version_9_6519,96,2922.3886,31.3957,3135.0644,32.9182,
resnet18_version_9_6519,97,2917.8247,31.3901,3156.6359,32.8132,
resnet18_version_9_6519,98,2924.3814,31.3797,3142.7093,32.9535,
resnet18_version_9_6519,99,2921.1901,31.3727,3157.8602,32.439,
resnet18_version_9_6519,100,2910.4636,31.3424,3148.3037,32.7262,
resnet18_version_9_6553,1,1.6639,0.9916,0.9397,0.7669,
resnet18_version_9_6553,2,0.9607,0.7864,0.8274,0.7241,
resnet18_version_9_6553,3,0.885,0.7545,0.772,0.7037,
resnet18_version_9_6553,4,0.8549,0.7398,0.7803,0.7096,
resnet18_version_9_6553,5,0.8349,0.7307,0.7637,0.6964,
resnet18_version_9_6553,6,0.8233,0.7251,0.7382,0.687,
resnet18_version_9_6553,7,0.8118,0.7198,0.7594,0.6897,
resnet18_version_9_6553,8,0.8039,0.7151,1.0475,0.8201,
resnet18_version_9_6553,9,0.7994,0.7133,0.765,0.7055,
resnet18_version_9_6553,10,0.7902,0.7089,0.7365,0.6818,
resnet18_version_9_6553,11,0.7855,0.7063,0.7179,0.6745,
resnet18_version_9_6553,12,0.7812,0.7045,0.7137,0.6675,
resnet18_version_9_6553,13,0.7754,0.7017,0.7154,0.6735,
resnet18_version_9_6553,14,0.769,0.699,0.7079,0.6706,
resnet18_version_9_6553,15,0.7629,0.6956,0.7034,0.6674,
resnet18_version_9_6553,16,0.7619,0.6947,0.7039,0.6707,
resnet18_version_9_6553,17,0.7553,0.6921,0.7033,0.6659,
resnet18_version_9_6553,18,0.7513,0.6891,0.6959,0.6594,
resnet18_version_9_6553,19,0.7509,0.6896,0.7144,0.6707,
resnet18_version_9_6553,20,0.7489,0.6881,0.6899,0.6591,
resnet18_version_9_6553,21,0.745,0.6865,0.6941,0.6609,
resnet18_version_9_6553,22,0.7413,0.6844,0.691,0.6563,
resnet18_version_9_6553,23,0.7376,0.6821,0.6922,0.6563,
resnet18_version_9_6553,24,0.7357,0.6807,0.6831,0.6568,
resnet18_version_9_6553,25,0.7332,0.6806,0.6942,0.6635,
resnet18_version_9_6553,26,0.7307,0.6787,0.6885,0.6521,
resnet18_version_9_6553,27,0.7278,0.6772,0.6903,0.6605,
resnet18_version_9_6553,28,0.7271,0.6767,0.6818,0.6523,
resnet18_version_9_6553,29,0.7224,0.6734,0.6893,0.6539,
resnet18_version_9_6553,30,0.7237,0.6749,0.6902,0.6553,
resnet18_version_9_6553,31,0.7199,0.6737,0.6873,0.6538,
resnet18_version_9_6553,32,0.7201,0.6722,0.7015,0.658,
resnet18_version_9_6553,33,0.7157,0.6701,0.682,0.651,
resnet18_version_9_6553,34,0.7149,0.6698,0.6794,0.6511,
resnet18_version_9_6553,35,0.7148,0.6698,0.6792,0.6462,
resnet18_version_9_6553,36,0.7098,0.667,0.6827,0.6502,
resnet18_version_9_6553,37,0.7101,0.6669,0.682,0.6497,
resnet18_version_9_6553,38,0.7092,0.6661,0.6771,0.6455,
resnet18_version_9_6553,39,0.7064,0.6654,0.6793,0.6474,
resnet18_version_9_6553,40,0.706,0.6642,0.6763,0.6522,
resnet18_version_9_6553,41,0.7022,0.6628,0.6774,0.646,
resnet18_version_9_6553,42,0.7021,0.6626,0.6895,0.6519,
resnet18_version_9_6553,43,0.7014,0.6616,0.6787,0.6512,
resnet18_version_9_6553,44,0.6983,0.6606,0.6795,0.6493,
resnet18_version_9_6553,45,0.6966,0.6593,0.6746,0.649,
resnet18_version_9_6553,46,0.6971,0.6594,0.6757,0.6462,
resnet18_version_9_6553,47,0.6935,0.6576,0.6741,0.6438,
resnet18_version_9_6553,48,0.6932,0.6569,0.6803,0.654,
resnet18_version_9_6553,49,0.6923,0.6563,0.6738,0.6499,
resnet18_version_9_6553,50,0.6901,0.6555,0.6727,0.647,
resnet18_version_9_6553,51,0.6878,0.6541,0.6764,0.6412,
resnet18_version_9_6553,52,0.688,0.6537,0.6754,0.6444,
resnet18_version_9_6553,53,0.6854,0.653,0.6785,0.6485,
resnet18_version_9_6553,54,0.6873,0.6536,0.6734,0.6416,
resnet18_version_9_6553,55,0.6855,0.6521,0.6717,0.6408,
resnet18_version_9_6553,56,0.6829,0.651,0.6823,0.6445,
resnet18_version_9_6553,57,0.6815,0.65,0.6722,0.6391,
resnet18_version_9_6553,58,0.6808,0.6496,0.8443,0.7319,
resnet18_version_9_6553,59,0.6793,0.649,0.6774,0.6419,
resnet18_version_9_6553,60,0.6761,0.6476,0.6765,0.6462,
resnet18_version_9_6553,61,0.6754,0.6469,0.6833,0.6474,
resnet18_version_9_6553,62,0.6746,0.6463,0.6748,0.6489,
resnet18_version_9_6553,63,0.6739,0.6449,0.6766,0.6418,
resnet18_version_9_6553,64,0.6718,0.6448,0.6738,0.6496,
resnet18_version_9_6553,65,0.6706,0.644,0.6657,0.6421,
resnet18_version_9_6553,66,0.6701,0.6442,0.6649,0.6361,
resnet18_version_9_6553,67,0.6709,0.6434,0.6632,0.6366,
resnet18_version_9_6553,68,0.6686,0.6427,0.6689,0.6378,
resnet18_version_9_6553,69,0.6663,0.6417,0.6665,0.6407,
